image_filename;question;model;contestant_1;contestant_2;data_type
pietro-perugino_pala-di-fano-nativity-of-mary.jpg;contrast_elements;cogvlm;;;renaissance
lorenzo-lotto_altar-polyptych-of-san-bartolomeo-bergamo-foot-plate-entombment-1516.jpg;proportion;deepseek;;;renaissance
andrea-del-sarto_stories-of-joseph.jpg;proportion;deepseek;;;renaissance
vittore-carpaccio_virgin-mary-and-john-the-baptist-praying-to-the-child-christ.jpg;proportion;llava;;;renaissance
dosso-dossi_the-three-ages-of-man-1515.jpg;balance_elements;llava;;;renaissance
andrea-mantegna_the-agony-in-the-garden.jpg;balance_elements;deepseek;;;renaissance
raphael_the-blinding-of-elymas-cartoon-for-the-sistine-chapel.jpg;balance_elements;deepseek;;;renaissance
andrea-mantegna_samson-and-delilah-1506.jpg;eye_movement_2;cogvlm;;;renaissance
cima-da-conegliano_st-peter-enthroned-with-saints.jpg;eye_movement_2;deepseek;;;renaissance
andrea-del-sarto_stories-of-joseph-1.jpg;eye_movement_2;deepseek;;;renaissance
correggio_four-saints-from-left-st-peter-st-martha-st-mary-magdalene-st-leonard-1517.jpg;foreground_background_4;deepseek;;;renaissance
lorenzo-lotto_christ-s-farewell-to-mary-1521.jpg;foreground_background_4;deepseek;;;renaissance
giorgione_musical-instruments-music-1510(1).jpg;foreground_background_4;llava;;;renaissance
correggio_the-adoration-of-the-magi-1518(2).jpg;focus_point;llava;;;renaissance
pietro-perugino_the-vision-of-st-bernard.jpg;focus_point;cogvlm;;;renaissance
raphael_st-cecilia-with-saints-detail-1516-1.jpg;focus_point;cogvlm;;;renaissance
correggio_adoration-of-the-christ-child(2).jpg;symmetry_asymmetry_1;llava;;;renaissance
cima-da-conegliano_presentation-of-the-virgin-at-the-temple.jpg;symmetry_asymmetry_1;deepseek;;;renaissance
cima-da-conegliano_st-peter-enthroned-with-saints.jpg;symmetry_asymmetry_1;llava;;;renaissance
